DEVICE_NAME,PORT,PROTOCOL,METRIC_NAME,METRIC_VALUE,TIMESTAMP
R0016,7057,TCP,INCOMING_CONNECTIONS,30,2020-08-16 04:08:09.918881+00:00
R0016,7057,TCP,OUTGOING_CONNECTIONS,22,2020-08-16 04:08:09.918881+00:00
R0016,7057,TCP,INCOMING_BYTES,1023,2020-08-16 04:08:09.918881+00:00
R0016,7057,TCP,OUTGOING_BYTES,870,2020-08-16 04:08:09.918881+00:00
R0011,7058,TCP,INCOMING_CONNECTIONS,25,2020-08-16 04:09:09.918881+00:00
R0011,7058,TCP,OUTGOING_CONNECTIONS,22,2020-08-16 04:09:09.918881+00:00
R0011,7058,TCP,INCOMING_BYTES,1109,2020-08-16 04:09:09.918881+00:00
R0011,7058,TCP,OUTGOING_BYTES,738,2020-08-16 04:09:09.918881+00:00
R0012,7053,TCP,INCOMING_CONNECTIONS,31,2020-08-16 04:09:09.918881+00:00
R0012,7053,TCP,OUTGOING_CONNECTIONS,26,2020-08-16 04:09:09.918881+00:00
R0012,7053,TCP,INCOMING_BYTES,1400,2020-08-16 04:09:09.918881+00:00
R0012,7053,TCP,OUTGOING_BYTES,515,2020-08-16 04:09:09.918881+00:00
R0012,7053,TCP,INCOMING_CONNECTIONS,29,2020-08-16 04:09:09.918881+00:00
R0012,7053,TCP,OUTGOING_CONNECTIONS,20,2020-08-16 04:09:09.918881+00:00
R0012,7053,TCP,INCOMING_BYTES,1218,2020-08-16 04:09:09.918881+00:00
R0012,7053,TCP,OUTGOING_BYTES,994,2020-08-16 04:09:09.918881+00:00
R0011,7056,TCP,INCOMING_CONNECTIONS,35,2020-08-16 04:10:09.918881+00:00
R0011,7056,TCP,OUTGOING_CONNECTIONS,28,2020-08-16 04:10:09.918881+00:00
R0011,7056,TCP,INCOMING_BYTES,1208,2020-08-16 04:10:09.918881+00:00
R0011,7056,TCP,OUTGOING_BYTES,755,2020-08-16 04:10:09.918881+00:00
R0015,7054,TCP,INCOMING_CONNECTIONS,34,2020-08-16 04:10:09.918881+00:00
R0015,7054,TCP,OUTGOING_CONNECTIONS,26,2020-08-16 04:10:09.918881+00:00
R0015,7054,TCP,INCOMING_BYTES,1480,2020-08-16 04:10:09.918881+00:00
R0015,7054,TCP,OUTGOING_BYTES,632,2020-08-16 04:10:09.918881+00:00
R0019,7054,TCP,INCOMING_CONNECTIONS,22,2020-08-16 04:10:09.918881+00:00
R0019,7054,TCP,OUTGOING_CONNECTIONS,14,2020-08-16 04:10:09.918881+00:00
R0019,7054,TCP,INCOMING_BYTES,1249,2020-08-16 04:10:09.918881+00:00
R0019,7054,TCP,OUTGOING_BYTES,800,2020-08-16 04:10:09.918881+00:00
R0019,7051,TCP,INCOMING_CONNECTIONS,29,2020-08-16 04:10:09.918881+00:00
R0019,7051,TCP,OUTGOING_CONNECTIONS,29,2020-08-16 04:10:09.918881+00:00
R0019,7051,TCP,INCOMING_BYTES,1078,2020-08-16 04:10:09.918881+00:00
R0019,7051,TCP,OUTGOING_BYTES,733,2020-08-16 04:10:09.918881+00:00
R0019,7056,TCP,INCOMING_CONNECTIONS,28,2020-08-16 04:10:09.918881+00:00
R0019,7056,TCP,OUTGOING_CONNECTIONS,15,2020-08-16 04:10:09.918881+00:00
R0019,7056,TCP,INCOMING_BYTES,1013,2020-08-16 04:10:09.918881+00:00
R0019,7056,TCP,OUTGOING_BYTES,733,2020-08-16 04:10:09.918881+00:00
R0017,7057,TCP,INCOMING_CONNECTIONS,37,2020-08-16 04:11:09.918881+00:00
R0017,7057,TCP,OUTGOING_CONNECTIONS,23,2020-08-16 04:11:09.918881+00:00
R0017,7057,TCP,INCOMING_BYTES,1037,2020-08-16 04:11:09.918881+00:00
R0017,7057,TCP,OUTGOING_BYTES,991,2020-08-16 04:11:09.918881+00:00
R0015,7056,TCP,INCOMING_CONNECTIONS,28,2020-08-16 04:11:09.918881+00:00
R0015,7056,TCP,OUTGOING_CONNECTIONS,13,2020-08-16 04:11:09.918881+00:00
R0015,7056,TCP,INCOMING_BYTES,1176,2020-08-16 04:11:09.918881+00:00
R0015,7056,TCP,OUTGOING_BYTES,854,2020-08-16 04:11:09.918881+00:00
R0012,7057,TCP,INCOMING_CONNECTIONS,37,2020-08-16 04:11:09.918881+00:00
R0012,7057,TCP,OUTGOING_CONNECTIONS,22,2020-08-16 04:11:09.918881+00:00
R0012,7057,TCP,INCOMING_BYTES,1216,2020-08-16 04:11:09.918881+00:00
R0012,7057,TCP,OUTGOING_BYTES,758,2020-08-16 04:11:09.918881+00:00
R0019,7052,TCP,INCOMING_CONNECTIONS,38,2020-08-16 04:12:09.918881+00:00
R0019,7052,TCP,OUTGOING_CONNECTIONS,18,2020-08-16 04:12:09.918881+00:00
R0019,7052,TCP,INCOMING_BYTES,1221,2020-08-16 04:12:09.918881+00:00
R0019,7052,TCP,OUTGOING_BYTES,849,2020-08-16 04:12:09.918881+00:00
R0012,7050,TCP,INCOMING_CONNECTIONS,34,2020-08-16 04:12:09.918881+00:00
R0012,7050,TCP,OUTGOING_CONNECTIONS,21,2020-08-16 04:12:09.918881+00:00
R0012,7050,TCP,INCOMING_BYTES,1180,2020-08-16 04:12:09.918881+00:00
R0012,7050,TCP,OUTGOING_BYTES,669,2020-08-16 04:12:09.918881+00:00
R0019,7052,TCP,INCOMING_CONNECTIONS,29,2020-08-16 04:12:09.918881+00:00
R0019,7052,TCP,OUTGOING_CONNECTIONS,29,2020-08-16 04:12:09.918881+00:00
R0019,7052,TCP,INCOMING_BYTES,1106,2020-08-16 04:12:09.918881+00:00
R0019,7052,TCP,OUTGOING_BYTES,672,2020-08-16 04:12:09.918881+00:00
R0013,7054,TCP,INCOMING_CONNECTIONS,28,2020-08-16 04:13:09.918881+00:00
R0013,7054,TCP,OUTGOING_CONNECTIONS,12,2020-08-16 04:13:09.918881+00:00
R0013,7054,TCP,INCOMING_BYTES,1472,2020-08-16 04:13:09.918881+00:00
R0013,7054,TCP,OUTGOING_BYTES,667,2020-08-16 04:13:09.918881+00:00
R0010,7051,TCP,INCOMING_CONNECTIONS,29,2020-08-16 04:13:09.918881+00:00
R0010,7051,TCP,OUTGOING_CONNECTIONS,14,2020-08-16 04:13:09.918881+00:00
R0010,7051,TCP,INCOMING_BYTES,1390,2020-08-16 04:13:09.918881+00:00
R0010,7051,TCP,OUTGOING_BYTES,534,2020-08-16 04:13:09.918881+00:00
R0017,7054,TCP,INCOMING_CONNECTIONS,37,2020-08-16 04:13:09.918881+00:00
R0017,7054,TCP,OUTGOING_CONNECTIONS,11,2020-08-16 04:13:09.918881+00:00
R0017,7054,TCP,INCOMING_BYTES,1280,2020-08-16 04:13:09.918881+00:00
R0017,7054,TCP,OUTGOING_BYTES,580,2020-08-16 04:13:09.918881+00:00
R0017,7055,TCP,INCOMING_CONNECTIONS,34,2020-08-16 04:13:09.918881+00:00
R0017,7055,TCP,OUTGOING_CONNECTIONS,19,2020-08-16 04:13:09.918881+00:00
R0017,7055,TCP,INCOMING_BYTES,1317,2020-08-16 04:13:09.918881+00:00
R0017,7055,TCP,OUTGOING_BYTES,754,2020-08-16 04:13:09.918881+00:00
R0018,7050,TCP,INCOMING_CONNECTIONS,21,2020-08-16 04:14:09.918881+00:00
R0018,7050,TCP,OUTGOING_CONNECTIONS,13,2020-08-16 04:14:09.918881+00:00
R0018,7050,TCP,INCOMING_BYTES,1440,2020-08-16 04:14:09.918881+00:00
R0018,7050,TCP,OUTGOING_BYTES,832,2020-08-16 04:14:09.918881+00:00
R0010,7051,TCP,INCOMING_CONNECTIONS,38,2020-08-16 04:14:09.918881+00:00
R0010,7051,TCP,OUTGOING_CONNECTIONS,18,2020-08-16 04:14:09.918881+00:00
R0010,7051,TCP,INCOMING_BYTES,1335,2020-08-16 04:14:09.918881+00:00
R0010,7051,TCP,OUTGOING_BYTES,824,2020-08-16 04:14:09.918881+00:00
R0015,7050,TCP,INCOMING_CONNECTIONS,21,2020-08-16 04:15:09.918881+00:00
R0015,7050,TCP,OUTGOING_CONNECTIONS,25,2020-08-16 04:15:09.918881+00:00
R0015,7050,TCP,INCOMING_BYTES,1476,2020-08-16 04:15:09.918881+00:00
R0015,7050,TCP,OUTGOING_BYTES,777,2020-08-16 04:15:09.918881+00:00
R0019,7058,TCP,INCOMING_CONNECTIONS,29,2020-08-16 04:15:09.918881+00:00
R0019,7058,TCP,OUTGOING_CONNECTIONS,28,2020-08-16 04:15:09.918881+00:00
R0019,7058,TCP,INCOMING_BYTES,1226,2020-08-16 04:15:09.918881+00:00
R0019,7058,TCP,OUTGOING_BYTES,605,2020-08-16 04:15:09.918881+00:00
R0012,7050,TCP,INCOMING_CONNECTIONS,27,2020-08-16 04:15:09.918881+00:00
R0012,7050,TCP,OUTGOING_CONNECTIONS,28,2020-08-16 04:15:09.918881+00:00
R0012,7050,TCP,INCOMING_BYTES,1342,2020-08-16 04:15:09.918881+00:00
R0012,7050,TCP,OUTGOING_BYTES,774,2020-08-16 04:15:09.918881+00:00
R0013,7054,TCP,INCOMING_CONNECTIONS,36,2020-08-16 04:15:09.918881+00:00
R0013,7054,TCP,OUTGOING_CONNECTIONS,20,2020-08-16 04:15:09.918881+00:00
R0013,7054,TCP,INCOMING_BYTES,1061,2020-08-16 04:15:09.918881+00:00
R0013,7054,TCP,OUTGOING_BYTES,643,2020-08-16 04:15:09.918881+00:00
R0018,7055,TCP,INCOMING_CONNECTIONS,38,2020-08-16 04:15:09.918881+00:00
R0018,7055,TCP,OUTGOING_CONNECTIONS,26,2020-08-16 04:15:09.918881+00:00
R0018,7055,TCP,INCOMING_BYTES,1096,2020-08-16 04:15:09.918881+00:00
R0018,7055,TCP,OUTGOING_BYTES,638,2020-08-16 04:15:09.918881+00:00
R0015,7059,TCP,INCOMING_CONNECTIONS,20,2020-08-16 04:16:09.918881+00:00
R0015,7059,TCP,OUTGOING_CONNECTIONS,10,2020-08-16 04:16:09.918881+00:00
R0015,7059,TCP,INCOMING_BYTES,1358,2020-08-16 04:16:09.918881+00:00
R0015,7059,TCP,OUTGOING_BYTES,545,2020-08-16 04:16:09.918881+00:00
R0018,7056,TCP,INCOMING_CONNECTIONS,28,2020-08-16 04:16:09.918881+00:00
R0018,7056,TCP,OUTGOING_CONNECTIONS,13,2020-08-16 04:16:09.918881+00:00
R0018,7056,TCP,INCOMING_BYTES,1319,2020-08-16 04:16:09.918881+00:00
R0018,7056,TCP,OUTGOING_BYTES,521,2020-08-16 04:16:09.918881+00:00
R0016,7053,TCP,INCOMING_CONNECTIONS,25,2020-08-16 04:17:09.918881+00:00
R0016,7053,TCP,OUTGOING_CONNECTIONS,16,2020-08-16 04:17:09.918881+00:00
R0016,7053,TCP,INCOMING_BYTES,1453,2020-08-16 04:17:09.918881+00:00
R0016,7053,TCP,OUTGOING_BYTES,601,2020-08-16 04:17:09.918881+00:00
R0011,7059,TCP,INCOMING_CONNECTIONS,23,2020-08-16 04:17:09.918881+00:00
R0011,7059,TCP,OUTGOING_CONNECTIONS,12,2020-08-16 04:17:09.918881+00:00
R0011,7059,TCP,INCOMING_BYTES,1219,2020-08-16 04:17:09.918881+00:00
R0011,7059,TCP,OUTGOING_BYTES,646,2020-08-16 04:17:09.918881+00:00
R0015,7053,TCP,INCOMING_CONNECTIONS,35,2020-08-16 04:17:09.918881+00:00
R0015,7053,TCP,OUTGOING_CONNECTIONS,11,2020-08-16 04:17:09.918881+00:00
R0015,7053,TCP,INCOMING_BYTES,1118,2020-08-16 04:17:09.918881+00:00
R0015,7053,TCP,OUTGOING_BYTES,655,2020-08-16 04:17:09.918881+00:00
R0015,7053,TCP,INCOMING_CONNECTIONS,39,2020-08-16 04:17:09.918881+00:00
R0015,7053,TCP,OUTGOING_CONNECTIONS,16,2020-08-16 04:17:09.918881+00:00
R0015,7053,TCP,INCOMING_BYTES,1031,2020-08-16 04:17:09.918881+00:00
R0015,7053,TCP,OUTGOING_BYTES,525,2020-08-16 04:17:09.918881+00:00
R0012,7059,TCP,INCOMING_CONNECTIONS,34,2020-08-16 04:18:09.918881+00:00
R0012,7059,TCP,OUTGOING_CONNECTIONS,16,2020-08-16 04:18:09.918881+00:00
R0012,7059,TCP,INCOMING_BYTES,1454,2020-08-16 04:18:09.918881+00:00
R0012,7059,TCP,OUTGOING_BYTES,651,2020-08-16 04:18:09.918881+00:00
R0016,7058,TCP,INCOMING_CONNECTIONS,30,2020-08-16 04:18:09.918881+00:00
R0016,7058,TCP,OUTGOING_CONNECTIONS,15,2020-08-16 04:18:09.918881+00:00
R0016,7058,TCP,INCOMING_BYTES,1359,2020-08-16 04:18:09.918881+00:00
R0016,7058,TCP,OUTGOING_BYTES,839,2020-08-16 04:18:09.918881+00:00
R0016,7057,TCP,INCOMING_CONNECTIONS,31,2020-08-16 04:18:09.918881+00:00
R0016,7057,TCP,OUTGOING_CONNECTIONS,20,2020-08-16 04:18:09.918881+00:00
R0016,7057,TCP,INCOMING_BYTES,1300,2020-08-16 04:18:09.918881+00:00
R0016,7057,TCP,OUTGOING_BYTES,901,2020-08-16 04:18:09.918881+00:00
R0010,7056,TCP,INCOMING_CONNECTIONS,21,2020-08-16 04:18:09.918881+00:00
R0010,7056,TCP,OUTGOING_CONNECTIONS,13,2020-08-16 04:18:09.918881+00:00
R0010,7056,TCP,INCOMING_BYTES,1264,2020-08-16 04:18:09.918881+00:00
R0010,7056,TCP,OUTGOING_BYTES,717,2020-08-16 04:18:09.918881+00:00
R0014,7051,TCP,INCOMING_CONNECTIONS,23,2020-08-16 04:18:09.918881+00:00
R0014,7051,TCP,OUTGOING_CONNECTIONS,23,2020-08-16 04:18:09.918881+00:00
R0014,7051,TCP,INCOMING_BYTES,1443,2020-08-16 04:18:09.918881+00:00
R0014,7051,TCP,OUTGOING_BYTES,867,2020-08-16 04:18:09.918881+00:00
R0016,7050,TCP,INCOMING_CONNECTIONS,30,2020-08-16 04:19:09.918881+00:00
R0016,7050,TCP,OUTGOING_CONNECTIONS,10,2020-08-16 04:19:09.918881+00:00
R0016,7050,TCP,INCOMING_BYTES,1165,2020-08-16 04:19:09.918881+00:00
R0016,7050,TCP,OUTGOING_BYTES,746,2020-08-16 04:19:09.918881+00:00
R0019,7054,TCP,INCOMING_CONNECTIONS,39,2020-08-16 04:19:09.918881+00:00
R0019,7054,TCP,OUTGOING_CONNECTIONS,28,2020-08-16 04:19:09.918881+00:00
R0019,7054,TCP,INCOMING_BYTES,1495,2020-08-16 04:19:09.918881+00:00
R0019,7054,TCP,OUTGOING_BYTES,506,2020-08-16 04:19:09.918881+00:00
R0011,7058,TCP,INCOMING_CONNECTIONS,25,2020-08-16 04:20:09.918881+00:00
R0011,7058,TCP,OUTGOING_CONNECTIONS,22,2020-08-16 04:20:09.918881+00:00
R0011,7058,TCP,INCOMING_BYTES,1011,2020-08-16 04:20:09.918881+00:00
R0011,7058,TCP,OUTGOING_BYTES,584,2020-08-16 04:20:09.918881+00:00
R0018,7056,TCP,INCOMING_CONNECTIONS,39,2020-08-16 04:20:09.918881+00:00
R0018,7056,TCP,OUTGOING_CONNECTIONS,22,2020-08-16 04:20:09.918881+00:00
R0018,7056,TCP,INCOMING_BYTES,1404,2020-08-16 04:20:09.918881+00:00
R0018,7056,TCP,OUTGOING_BYTES,973,2020-08-16 04:20:09.918881+00:00
R0018,7053,TCP,INCOMING_CONNECTIONS,31,2020-08-16 04:20:09.918881+00:00
R0018,7053,TCP,OUTGOING_CONNECTIONS,10,2020-08-16 04:20:09.918881+00:00
R0018,7053,TCP,INCOMING_BYTES,1297,2020-08-16 04:20:09.918881+00:00
R0018,7053,TCP,OUTGOING_BYTES,552,2020-08-16 04:20:09.918881+00:00
R0019,7058,TCP,INCOMING_CONNECTIONS,39,2020-08-16 04:20:09.918881+00:00
R0019,7058,TCP,OUTGOING_CONNECTIONS,18,2020-08-16 04:20:09.918881+00:00
R0019,7058,TCP,INCOMING_BYTES,1153,2020-08-16 04:20:09.918881+00:00
R0019,7058,TCP,OUTGOING_BYTES,780,2020-08-16 04:20:09.918881+00:00
R0018,7057,TCP,INCOMING_CONNECTIONS,26,2020-08-16 04:20:09.918881+00:00
R0018,7057,TCP,OUTGOING_CONNECTIONS,21,2020-08-16 04:20:09.918881+00:00
R0018,7057,TCP,INCOMING_BYTES,1184,2020-08-16 04:20:09.918881+00:00
R0018,7057,TCP,OUTGOING_BYTES,595,2020-08-16 04:20:09.918881+00:00
R0015,7050,TCP,INCOMING_CONNECTIONS,37,2020-08-16 04:21:09.918881+00:00
R0015,7050,TCP,OUTGOING_CONNECTIONS,27,2020-08-16 04:21:09.918881+00:00
R0015,7050,TCP,INCOMING_BYTES,1180,2020-08-16 04:21:09.918881+00:00
R0015,7050,TCP,OUTGOING_BYTES,848,2020-08-16 04:21:09.918881+00:00
R0015,7054,TCP,INCOMING_CONNECTIONS,21,2020-08-16 04:21:09.918881+00:00
R0015,7054,TCP,OUTGOING_CONNECTIONS,26,2020-08-16 04:21:09.918881+00:00
R0015,7054,TCP,INCOMING_BYTES,1190,2020-08-16 04:21:09.918881+00:00
R0015,7054,TCP,OUTGOING_BYTES,648,2020-08-16 04:21:09.918881+00:00
R0018,7053,TCP,INCOMING_CONNECTIONS,25,2020-08-16 04:21:09.918881+00:00
R0018,7053,TCP,OUTGOING_CONNECTIONS,27,2020-08-16 04:21:09.918881+00:00
R0018,7053,TCP,INCOMING_BYTES,1224,2020-08-16 04:21:09.918881+00:00
R0018,7053,TCP,OUTGOING_BYTES,624,2020-08-16 04:21:09.918881+00:00
R0015,7057,TCP,INCOMING_CONNECTIONS,39,2020-08-16 04:21:09.918881+00:00
R0015,7057,TCP,OUTGOING_CONNECTIONS,18,2020-08-16 04:21:09.918881+00:00
R0015,7057,TCP,INCOMING_BYTES,1245,2020-08-16 04:21:09.918881+00:00
R0015,7057,TCP,OUTGOING_BYTES,872,2020-08-16 04:21:09.918881+00:00
R0011,7054,TCP,INCOMING_CONNECTIONS,29,2020-08-16 04:22:09.918881+00:00
R0011,7054,TCP,OUTGOING_CONNECTIONS,16,2020-08-16 04:22:09.918881+00:00
R0011,7054,TCP,INCOMING_BYTES,1384,2020-08-16 04:22:09.918881+00:00
R0011,7054,TCP,OUTGOING_BYTES,522,2020-08-16 04:22:09.918881+00:00
R0013,7051,TCP,INCOMING_CONNECTIONS,23,2020-08-16 04:22:09.918881+00:00
R0013,7051,TCP,OUTGOING_CONNECTIONS,25,2020-08-16 04:22:09.918881+00:00
R0013,7051,TCP,INCOMING_BYTES,1374,2020-08-16 04:22:09.918881+00:00
R0013,7051,TCP,OUTGOING_BYTES,808,2020-08-16 04:22:09.918881+00:00
R0015,7059,TCP,INCOMING_CONNECTIONS,39,2020-08-16 04:22:09.918881+00:00
R0015,7059,TCP,OUTGOING_CONNECTIONS,17,2020-08-16 04:22:09.918881+00:00
R0015,7059,TCP,INCOMING_BYTES,1376,2020-08-16 04:22:09.918881+00:00
R0015,7059,TCP,OUTGOING_BYTES,768,2020-08-16 04:22:09.918881+00:00
R0010,7053,TCP,INCOMING_CONNECTIONS,22,2020-08-16 04:22:09.918881+00:00
R0010,7053,TCP,OUTGOING_CONNECTIONS,10,2020-08-16 04:22:09.918881+00:00
R0010,7053,TCP,INCOMING_BYTES,1229,2020-08-16 04:22:09.918881+00:00
R0010,7053,TCP,OUTGOING_BYTES,976,2020-08-16 04:22:09.918881+00:00
R0016,7053,TCP,INCOMING_CONNECTIONS,23,2020-08-16 04:23:09.918881+00:00
R0016,7053,TCP,OUTGOING_CONNECTIONS,14,2020-08-16 04:23:09.918881+00:00
R0016,7053,TCP,INCOMING_BYTES,1335,2020-08-16 04:23:09.918881+00:00
R0016,7053,TCP,OUTGOING_BYTES,778,2020-08-16 04:23:09.918881+00:00
R0011,7050,TCP,INCOMING_CONNECTIONS,31,2020-08-16 04:23:09.918881+00:00
R0011,7050,TCP,OUTGOING_CONNECTIONS,17,2020-08-16 04:23:09.918881+00:00
R0011,7050,TCP,INCOMING_BYTES,1287,2020-08-16 04:23:09.918881+00:00
R0011,7050,TCP,OUTGOING_BYTES,630,2020-08-16 04:23:09.918881+00:00
R0015,7055,TCP,INCOMING_CONNECTIONS,36,2020-08-16 04:23:09.918881+00:00
R0015,7055,TCP,OUTGOING_CONNECTIONS,19,2020-08-16 04:23:09.918881+00:00
R0015,7055,TCP,INCOMING_BYTES,1280,2020-08-16 04:23:09.918881+00:00
R0015,7055,TCP,OUTGOING_BYTES,610,2020-08-16 04:23:09.918881+00:00
R0017,7051,TCP,INCOMING_CONNECTIONS,37,2020-08-16 04:23:09.918881+00:00
R0017,7051,TCP,OUTGOING_CONNECTIONS,22,2020-08-16 04:23:09.918881+00:00
R0017,7051,TCP,INCOMING_BYTES,1156,2020-08-16 04:23:09.918881+00:00
R0017,7051,TCP,OUTGOING_BYTES,892,2020-08-16 04:23:09.918881+00:00
R0012,7058,TCP,INCOMING_CONNECTIONS,38,2020-08-16 04:24:09.918881+00:00
R0012,7058,TCP,OUTGOING_CONNECTIONS,13,2020-08-16 04:24:09.918881+00:00
R0012,7058,TCP,INCOMING_BYTES,1490,2020-08-16 04:24:09.918881+00:00
R0012,7058,TCP,OUTGOING_BYTES,927,2020-08-16 04:24:09.918881+00:00
R0019,7058,TCP,INCOMING_CONNECTIONS,35,2020-08-16 04:24:09.918881+00:00
R0019,7058,TCP,OUTGOING_CONNECTIONS,28,2020-08-16 04:24:09.918881+00:00
R0019,7058,TCP,INCOMING_BYTES,1305,2020-08-16 04:24:09.918881+00:00
R0019,7058,TCP,OUTGOING_BYTES,993,2020-08-16 04:24:09.918881+00:00
R0018,7058,TCP,INCOMING_CONNECTIONS,25,2020-08-16 04:25:09.918881+00:00
R0018,7058,TCP,OUTGOING_CONNECTIONS,15,2020-08-16 04:25:09.918881+00:00
R0018,7058,TCP,INCOMING_BYTES,1192,2020-08-16 04:25:09.918881+00:00
R0018,7058,TCP,OUTGOING_BYTES,889,2020-08-16 04:25:09.918881+00:00
R0019,7059,TCP,INCOMING_CONNECTIONS,28,2020-08-16 04:25:09.918881+00:00
R0019,7059,TCP,OUTGOING_CONNECTIONS,24,2020-08-16 04:25:09.918881+00:00
R0019,7059,TCP,INCOMING_BYTES,1214,2020-08-16 04:25:09.918881+00:00
R0019,7059,TCP,OUTGOING_BYTES,962,2020-08-16 04:25:09.918881+00:00
R0018,7055,TCP,INCOMING_CONNECTIONS,31,2020-08-16 04:25:09.918881+00:00
R0018,7055,TCP,OUTGOING_CONNECTIONS,10,2020-08-16 04:25:09.918881+00:00
R0018,7055,TCP,INCOMING_BYTES,1190,2020-08-16 04:25:09.918881+00:00
R0018,7055,TCP,OUTGOING_BYTES,516,2020-08-16 04:25:09.918881+00:00
R0014,7056,TCP,INCOMING_CONNECTIONS,31,2020-08-16 04:25:09.918881+00:00
R0014,7056,TCP,OUTGOING_CONNECTIONS,11,2020-08-16 04:25:09.918881+00:00
R0014,7056,TCP,INCOMING_BYTES,1281,2020-08-16 04:25:09.918881+00:00
R0014,7056,TCP,OUTGOING_BYTES,534,2020-08-16 04:25:09.918881+00:00
R0011,7058,TCP,INCOMING_CONNECTIONS,39,2020-08-16 04:26:09.918881+00:00
R0011,7058,TCP,OUTGOING_CONNECTIONS,20,2020-08-16 04:26:09.918881+00:00
R0011,7058,TCP,INCOMING_BYTES,1163,2020-08-16 04:26:09.918881+00:00
R0011,7058,TCP,OUTGOING_BYTES,853,2020-08-16 04:26:09.918881+00:00
R0019,7054,TCP,INCOMING_CONNECTIONS,30,2020-08-16 04:26:09.918881+00:00
R0019,7054,TCP,OUTGOING_CONNECTIONS,18,2020-08-16 04:26:09.918881+00:00
R0019,7054,TCP,INCOMING_BYTES,1418,2020-08-16 04:26:09.918881+00:00
R0019,7054,TCP,OUTGOING_BYTES,514,2020-08-16 04:26:09.918881+00:00
R0013,7051,TCP,INCOMING_CONNECTIONS,22,2020-08-16 04:26:09.918881+00:00
R0013,7051,TCP,OUTGOING_CONNECTIONS,13,2020-08-16 04:26:09.918881+00:00
R0013,7051,TCP,INCOMING_BYTES,1075,2020-08-16 04:26:09.918881+00:00
R0013,7051,TCP,OUTGOING_BYTES,814,2020-08-16 04:26:09.918881+00:00
R0010,7053,TCP,INCOMING_CONNECTIONS,33,2020-08-16 04:26:09.918881+00:00
R0010,7053,TCP,OUTGOING_CONNECTIONS,24,2020-08-16 04:26:09.918881+00:00
R0010,7053,TCP,INCOMING_BYTES,1044,2020-08-16 04:26:09.918881+00:00
R0010,7053,TCP,OUTGOING_BYTES,546,2020-08-16 04:26:09.918881+00:00
R0013,7051,TCP,INCOMING_CONNECTIONS,39,2020-08-16 04:27:09.918881+00:00
R0013,7051,TCP,OUTGOING_CONNECTIONS,12,2020-08-16 04:27:09.918881+00:00
R0013,7051,TCP,INCOMING_BYTES,1347,2020-08-16 04:27:09.918881+00:00
R0013,7051,TCP,OUTGOING_BYTES,510,2020-08-16 04:27:09.918881+00:00
R0017,7055,TCP,INCOMING_CONNECTIONS,34,2020-08-16 04:27:09.918881+00:00
R0017,7055,TCP,OUTGOING_CONNECTIONS,15,2020-08-16 04:27:09.918881+00:00
R0017,7055,TCP,INCOMING_BYTES,1476,2020-08-16 04:27:09.918881+00:00
R0017,7055,TCP,OUTGOING_BYTES,751,2020-08-16 04:27:09.918881+00:00
R0017,7053,TCP,INCOMING_CONNECTIONS,29,2020-08-16 04:27:09.918881+00:00
R0017,7053,TCP,OUTGOING_CONNECTIONS,14,2020-08-16 04:27:09.918881+00:00
R0017,7053,TCP,INCOMING_BYTES,1081,2020-08-16 04:27:09.918881+00:00
R0017,7053,TCP,OUTGOING_BYTES,859,2020-08-16 04:27:09.918881+00:00
R0014,7053,TCP,INCOMING_CONNECTIONS,23,2020-08-16 04:27:09.918881+00:00
R0014,7053,TCP,OUTGOING_CONNECTIONS,20,2020-08-16 04:27:09.918881+00:00
R0014,7053,TCP,INCOMING_BYTES,1325,2020-08-16 04:27:09.918881+00:00
R0014,7053,TCP,OUTGOING_BYTES,859,2020-08-16 04:27:09.918881+00:00
R0015,7056,TCP,INCOMING_CONNECTIONS,33,2020-08-16 04:28:09.918881+00:00
R0015,7056,TCP,OUTGOING_CONNECTIONS,14,2020-08-16 04:28:09.918881+00:00
R0015,7056,TCP,INCOMING_BYTES,1123,2020-08-16 04:28:09.918881+00:00
R0015,7056,TCP,OUTGOING_BYTES,918,2020-08-16 04:28:09.918881+00:00
R0012,7057,TCP,INCOMING_CONNECTIONS,36,2020-08-16 04:28:09.918881+00:00
R0012,7057,TCP,OUTGOING_CONNECTIONS,29,2020-08-16 04:28:09.918881+00:00
R0012,7057,TCP,INCOMING_BYTES,1437,2020-08-16 04:28:09.918881+00:00
R0012,7057,TCP,OUTGOING_BYTES,538,2020-08-16 04:28:09.918881+00:00
R0019,7056,TCP,INCOMING_CONNECTIONS,24,2020-08-16 04:29:09.918881+00:00
R0019,7056,TCP,OUTGOING_CONNECTIONS,28,2020-08-16 04:29:09.918881+00:00
R0019,7056,TCP,INCOMING_BYTES,1341,2020-08-16 04:29:09.918881+00:00
R0019,7056,TCP,OUTGOING_BYTES,871,2020-08-16 04:29:09.918881+00:00
R0012,7057,TCP,INCOMING_CONNECTIONS,37,2020-08-16 04:29:09.918881+00:00
R0012,7057,TCP,OUTGOING_CONNECTIONS,21,2020-08-16 04:29:09.918881+00:00
R0012,7057,TCP,INCOMING_BYTES,1354,2020-08-16 04:29:09.918881+00:00
R0012,7057,TCP,OUTGOING_BYTES,616,2020-08-16 04:29:09.918881+00:00
R0017,7058,TCP,INCOMING_CONNECTIONS,33,2020-08-16 04:29:09.918881+00:00
R0017,7058,TCP,OUTGOING_CONNECTIONS,18,2020-08-16 04:29:09.918881+00:00
